,goto,lats,lons,severity,time
1219,True,53.804633993943156,-1.5393647429438457,4,10118
1224,False,53.76219656340253,-1.5720479963486047,3,10118
1220,True,53.797914488258336,-1.5287047345561395,5,10121
1222,True,53.74949537934636,-1.6682282445611574,3,10164
1223,False,53.74949537934636,-1.6682282445611574,3,10164
1225,True,53.7704489538731,-1.550298544857936,3,10231
1226,False,53.7704489538731,-1.550298544857936,3,10231
1227,True,53.821830400348674,-1.5283909748373536,3,10240
1228,True,53.86400185127807,-1.6746224334193733,3,10250
1229,True,53.81437240330439,-1.5621461008910822,2,10252
1231,True,53.844039680951255,-1.5082161950933073,2,10293
1232,True,53.810835795014754,-1.5255377576193854,3,10300
1239,False,53.796488874507936,-1.5342011898679306,2,10302
1240,False,53.796488874507936,-1.5342011898679306,2,10302
1238,False,53.796488874507936,-1.5342011898679306,2,10302
1237,False,53.796488874507936,-1.5342011898679306,2,10302
1234,False,53.74142823889019,-1.5139173322790125,3,10304
1233,True,53.74142823889019,-1.5139173322790125,3,10304
1236,True,53.822535876775966,-1.6069801514883741,3,10305
1235,False,53.723826096972935,-1.5380806212740503,2,10305
1241,True,53.8212863700538,-1.5778112451045254,3,10343
1230,False,53.857077009980685,-1.5006594085635827,3,10348
1242,True,53.814307103998175,-1.6110362855363203,4,10349
1243,True,53.84037800942621,-1.4613146450214054,3,10354
1244,False,53.84037800942621,-1.4613146450214054,3,10354
1245,True,53.86866647033755,-1.6680166519376245,3,10355
1246,True,53.7733651291243,-1.5465955202639328,3,10356
1247,True,53.81046702427393,-1.5560059027805773,4,10380
1248,True,53.90977667270354,-1.6646769555497756,4,10384
1249,False,53.799332498593756,-1.539741640904066,2,10394
1250,True,53.799332498593756,-1.539741640904066,3,10394
1254,True,53.80321230922862,-1.697109283909112,4,10399
1251,False,53.802825680611605,-1.5459894478122924,3,10402
1252,False,53.802825680611605,-1.5459894478122924,3,10402
1253,False,53.802825680611605,-1.5459894478122924,3,10402
1255,True,53.813059097872944,-1.5151093058082696,2,10405
1258,False,53.785773312386326,-1.547827805717131,3,10447
1259,False,53.785773312386326,-1.547827805717131,3,10447
1257,False,53.816575889449,-1.5157218456736583,2,10449
1260,True,53.77267546511766,-1.5667068788565488,3,10455
1261,True,53.881077840226986,-1.7055983676464883,3,10458
1262,True,53.81324790999863,-1.5173548708794282,2,10497
1263,True,53.772865338362735,-1.4768056744990354,3,10499
1264,False,53.772865338362735,-1.4768056744990354,3,10499
1265,False,53.772865338362735,-1.4768056744990354,3,10499
1266,False,53.772865338362735,-1.4768056744990354,3,10499
1267,True,53.810919679829965,-1.474479383501411,3,10501
1268,True,53.79706508894556,-1.6635720301908052,2,10503
1270,True,53.74146615810853,-1.6022631491297035,2,10511
1271,True,53.792161612728236,-1.5667187256393262,2,10516
1256,True,53.80173207893923,-1.6025588803774808,3,10526
1272,True,53.76266764743465,-1.5859078186590216,4,10528
1273,False,53.81040439945717,-1.594169958468655,3,10528
1274,True,53.852006083484916,-1.5002484906439635,5,10533
1275,False,53.852006083484916,-1.5002484906439635,5,10533
1276,True,53.80664670861134,-1.5834704152428223,3,10538
1277,True,53.80770221117748,-1.64937973171882,3,10545
1278,True,53.88571761979894,-1.7294055112431233,4,10547
1281,False,53.88571761979894,-1.7294055112431233,4,10547
1279,False,53.88571761979894,-1.7294055112431233,4,10547
1280,False,53.88571761979894,-1.7294055112431233,4,10547
1282,True,53.79337250192115,-1.6738785421639246,3,10548
1283,True,53.79079729552224,-1.5747778096901395,3,10591
1284,True,53.81824299638291,-1.4421864905826536,3,10594
1285,True,53.784315055967134,-1.5593172714049042,3,10595
1286,True,53.75694587941375,-1.576651470264414,3,10601
1288,True,53.763764327937736,-1.5681031499629114,3,10655
1290,True,53.743575148898856,-1.4531067418233543,6,10675
1289,False,53.743575148898856,-1.4531067418233543,5,10675
1291,False,53.743575148898856,-1.4531067418233543,6,10675
1292,False,53.743575148898856,-1.4531067418233543,5,10675
1293,True,53.90680150840433,-1.525867084572738,3,10676
1294,True,53.84786008112047,-1.4068784922819775,4,10680
1295,False,53.84786008112047,-1.4068784922819775,4,10680
1296,True,53.82835403631727,-1.5100254756477214,2,10684
1297,True,53.81536311597669,-1.5457629079389972,3,10687
1299,False,53.73328784975814,-1.5515590629710303,3,10695
1298,True,53.73328784975814,-1.5515590629710303,3,10695
1303,False,53.854995081431035,-1.503618276238981,3,10721
1301,True,53.870035910888895,-1.7036379818089835,3,10738
1302,False,53.870035910888895,-1.7036379818089835,3,10738
1300,False,53.79518164877348,-1.5845251629411334,2,10739
80,False,53.77997445623403,-1.6060118861062496,4,10768
1306,True,53.84393580316088,-1.4670292649665775,3,10786
1307,True,53.81060819791964,-1.6472901466593137,4,10788
1308,True,53.789003454329794,-1.5809584734427973,3,10815
1309,True,53.824451669977265,-1.5321594279925181,3,10823
1310,False,53.824451669977265,-1.5321594279925181,3,10823
1311,False,53.824451669977265,-1.5321594279925181,3,10823
1312,True,53.7731820566732,-1.5651236775937207,2,10829
1313,True,53.830374932262764,-1.596605565863692,3,10835
1314,False,53.830374932262764,-1.596605565863692,3,10835
1315,True,53.79352662928993,-1.5688906291206723,3,10837
1316,True,53.7979755578362,-1.5764207981330631,2,10842
1317,False,53.7979755578362,-1.5764207981330631,2,10842
1318,True,53.8052414323794,-1.53143175485173,3,10843
1287,False,53.786463335216936,-1.5449062609452509,2,10851
1319,True,53.81272491530268,-1.5589587541101226,3,10864
1320,False,53.73797130194154,-1.6137269491378143,3,10864
1365,False,53.80827835831687,-1.552354092715161,2,10866
1333,False,53.77593175184567,-1.574973508990145,3,10866
1321,True,53.84474129908334,-1.5331188869754515,3,10867
1323,True,53.798210221928976,-1.5870154559766068,3,10868
1322,False,53.798210221928976,-1.5870154559766068,2,10868
1324,True,53.79849832735585,-1.3803380341628877,3,10875
1325,True,53.8590827091839,-1.5031594152131524,3,10913
1326,True,53.84915275726326,-1.5892353744273668,4,10915
1327,True,53.75487231049868,-1.6261448934361662,2,10920
1328,True,53.81122750553877,-1.4853644339080088,3,10926
1329,True,53.81542665397827,-1.4532353822146553,4,10929
1330,False,53.81542665397827,-1.4532353822146553,4,10929
1331,True,53.769841062404005,-1.578433464523731,3,10942
1334,False,53.80204701142242,-1.4866003708814797,3,10964
1335,True,53.896892793438816,-1.7268833444059228,3,10968
1336,True,53.782057328163056,-1.5281387067026837,2,10980
1337,False,53.75189137054841,-1.6019675962968554,2,10980
1338,True,53.80517201955085,-1.492271605387766,4,10987
1332,True,53.81908272143798,-1.6530669925720614,3,10990
1339,True,53.7646712752953,-1.5629057472405778,3,11010
1340,True,53.83648785411697,-1.3393106763379554,3,11012
1341,True,53.78185576116826,-1.5627121148885932,4,11016
1343,False,53.810865513413106,-1.5331155274596138,3,11020
1342,True,53.810865513413106,-1.5331155274596138,3,11020
1344,False,53.791713514027514,-1.5428457531248472,3,11020
1345,True,53.73324839156516,-1.5603211401148858,3,11027
1346,True,53.81141126521984,-1.5233291788266854,2,11036
1347,True,53.789874454837694,-1.550910601204529,3,11057
1353,False,53.7962252100025,-1.540413256911162,2,11059
1351,True,53.796887334426465,-1.5349710351557502,2,11062
1348,False,53.83202186337468,-1.4599175843249932,3,11065
1349,False,53.83202186337468,-1.4599175843249932,3,11065
1350,False,53.83202186337468,-1.4599175843249932,3,11065
1352,True,53.72672547006973,-1.4363199340161716,3,11065
1354,True,53.76680482390453,-1.5259278514424937,3,11066
1355,True,53.728435947555674,-1.454394430946861,3,11071
1356,True,53.8011987171563,-1.6899574055445061,3,11073
1357,True,53.81422835428119,-1.554751152101615,2,11075
1360,False,53.80485056331688,-1.6190803615558518,3,11080
1358,True,53.746211121609115,-1.3153133193481286,4,11080
1359,False,53.746211121609115,-1.3153133193481286,3,11080
1362,False,53.80922562764046,-1.553300723239167,3,11102
1363,False,53.80922562764046,-1.553300723239167,3,11102
1361,True,53.808941866281934,-1.6340924569853001,3,11105
1364,True,53.80502623662474,-1.547970037108252,4,11106
1366,True,53.82558085611548,-1.5336204693912492,3,11114
1368,True,53.82695449836047,-1.4765728817745545,4,11124
1369,False,53.82695449836047,-1.4765728817745545,4,11124
1370,True,53.78414586188183,-1.5524590770036664,3,11132
1371,False,53.78414586188183,-1.5524590770036664,3,11132
1372,False,53.78414586188183,-1.5524590770036664,3,11132
1373,False,53.78414586188183,-1.5524590770036664,3,11132
1374,False,53.78414586188183,-1.5524590770036664,3,11132
1375,False,53.78414586188183,-1.5524590770036664,3,11132
1376,True,53.83609632556664,-1.6559808222509291,3,11151
1377,True,53.81601975163961,-1.5653185099270037,3,11152
1378,True,53.81511954277248,-1.5624572683369276,4,11154
1379,True,53.77556027670024,-1.514949604386762,4,11161
1380,True,53.74529780500778,-1.470445992656538,3,11165
1381,True,53.82424755912797,-1.5080832858119335,3,11166
1382,True,53.79702800795222,-1.5603682502339387,2,11171
1383,True,53.810620325215524,-1.6246167004511167,3,11173
1384,True,53.74449769870944,-1.5424786720267236,4,11186
1385,True,53.82067724118824,-1.445739061612928,3,11200
1386,True,53.78588485603169,-1.4904402231155287,2,11205
1387,True,53.90985980531265,-1.4015710223494215,2,11208
1388,True,53.93087722166725,-1.3845020340195482,2,11211
1389,True,53.79219812498039,-1.5356300659838305,3,11212
1390,True,53.86004956013758,-1.6624592154923368,3,11214
1391,False,53.86004956013758,-1.6624592154923368,3,11214
1393,False,53.83844215506453,-1.608989230224497,3,11214
1392,False,53.86004956013758,-1.6624592154923368,3,11214
1394,True,53.81967222406997,-1.5763084862678554,4,11221
1395,False,53.90056437662734,-1.6812785165726118,2,11222
1396,True,53.784965150694,-1.5432833243972752,3,11222
1397,False,53.784965150694,-1.5432833243972752,3,11222
1398,True,53.911793003059195,-1.703449252562472,4,11248
1399,True,53.756957296723336,-1.526797047017877,3,11264
1400,True,53.789494256964865,-1.5454199151812835,3,11268
1406,False,53.779259520812516,-1.5655464914101662,3,11306
1402,False,53.80504870394953,-1.687696920541892,4,11316
1405,False,53.815173638904454,-1.5156924378936434,3,11316
1401,True,53.80504870394953,-1.687696920541892,4,11316
1403,False,53.80504870394953,-1.687696920541892,4,11316
1404,False,53.82895560056323,-1.604945002643682,2,11316
1409,False,53.788621560341255,-1.5358061488799877,3,11318
1407,True,53.81460851110424,-1.6968905042836988,3,11320
1408,True,53.779323913158095,-1.349268210557142,2,11330
1411,False,53.796031836475294,-1.541553961036628,3,11336
1410,True,53.782198323890974,-1.5484277382337834,3,11350
1412,True,53.82204738151535,-1.4564304192131956,3,11355
1413,False,53.82204738151535,-1.4564304192131956,3,11355
1414,False,53.82204738151535,-1.4564304192131956,3,11355
1415,True,53.783809153182254,-1.5969306340252887,3,11392
1416,True,53.80597683452324,-1.6783817878102487,4,11402
1419,False,53.73877876961226,-1.5465583019010316,3,11404
1417,True,53.73877876961226,-1.5465583019010316,4,11404
1418,False,53.73877876961226,-1.5465583019010316,4,11404
1420,True,53.86000169217664,-1.6777551181543087,3,11405
1421,True,53.82883307995679,-1.5402389338054279,2,11406
1422,True,53.86961187934648,-1.6589909581208846,2,11407
1425,False,53.82290887534009,-1.4561306452934615,3,11409
1426,False,53.78221101368253,-1.5283646270157574,2,11409
1423,True,53.7349454937111,-1.6091614472538536,4,11410
1424,False,53.7349454937111,-1.6091614472538536,4,11410
1427,True,53.80028836348303,-1.4831146164823004,4,11418
1428,True,53.81774096060099,-1.523864954407268,3,11446
1437,False,53.838654428612244,-1.5917543169660513,3,11461
1433,False,53.75021800082945,-1.475373349180059,5,11461
1430,False,53.75021800082945,-1.475373349180059,5,11461
1431,False,53.75021800082945,-1.475373349180059,5,11461
1429,True,53.75021800082945,-1.475373349180059,5,11461
1432,False,53.75021800082945,-1.475373349180059,5,11461
1434,True,53.81154475215938,-1.5229935548553952,3,11464
1435,False,53.81154475215938,-1.5229935548553952,3,11464
1436,False,53.81198122936583,-1.5451312245256705,2,11464
1438,True,53.78999162541707,-1.5486021379035286,3,11486
1439,True,53.819741230323196,-1.626889655020304,3,11502
1440,True,53.75346419393729,-1.5368457588175861,4,11504
1441,True,53.83718716065738,-1.505135648526433,5,11511
1442,True,53.75253241568576,-1.4542188729440755,4,11512
1443,True,53.799504584257924,-1.5844369137292724,3,11544
1444,True,53.7734828125047,-1.5516013671308067,3,11547
1509,False,53.81254849418393,-1.5383364150984176,3,11550
1445,True,53.87219769108486,-1.6644146616235416,3,11550
1446,False,53.87219769108486,-1.6644146616235416,3,11550
1447,True,53.770670235852315,-1.5894552344761788,3,11552
1448,False,53.770670235852315,-1.5894552344761788,3,11552
1449,False,53.770670235852315,-1.5894552344761788,3,11552
1450,True,53.77964125901287,-1.569214969753696,4,11574
1451,True,53.781718672340155,-1.6034459887650205,3,11581
1454,False,53.749096277540694,-1.4778439392762712,2,11589
1455,False,53.75596610495872,-1.4425414224888944,3,11589
1456,False,53.75596610495872,-1.4425414224888944,3,11589
1452,True,53.80056164852591,-1.6300508241835634,3,11591
1453,False,53.80056164852591,-1.6300508241835634,3,11591
1457,True,53.79668813208191,-1.591357105984307,2,11595
1458,True,53.77316878291458,-1.5689170521032842,3,11607
1459,True,53.80214286194668,-1.5806453616499248,3,11626
1460,False,53.80214286194668,-1.5806453616499248,3,11626
1461,True,53.8867946106093,-1.6082037225743844,2,11631
1463,False,53.78773677058968,-1.6132702727191952,3,11640
1462,True,53.85106539785046,-1.6102701685436125,3,11642
1464,True,53.75910223011879,-1.3156649540456646,4,11647
1465,False,53.75910223011879,-1.3156649540456646,4,11647
1468,False,53.80170708730872,-1.661864751480956,2,11689
1467,False,53.861851168635745,-1.5392690308649553,3,11698
1466,True,53.861851168635745,-1.5392690308649553,3,11698
1543,False,53.73782956457352,-1.5522839191658104,3,11727
1469,True,53.827397118038654,-1.5826418398296072,3,11730
1470,True,53.800082654985125,-1.5575730743082725,2,11732
1471,True,53.7415520333151,-1.4529358955564011,4,11733
1472,False,53.7415520333151,-1.4529358955564011,4,11733
1474,True,53.79721317709034,-1.58981866229438,2,11743
1475,True,53.813538606958474,-1.5248845605062562,3,11748
1476,True,53.810936198927756,-1.5169106273318498,3,11752
1477,False,53.810936198927756,-1.5169106273318498,3,11752
1478,True,53.802560881920286,-1.5717588145578942,3,11776
1367,False,53.826286170704364,-1.5165214567273921,3,11795
1599,False,53.74561835747932,-1.5683801219369746,4,11797
1600,False,53.74561835747932,-1.5683801219369746,4,11797
1479,True,53.804117053983916,-1.5358325013187284,3,11797
1480,True,53.78798759274411,-1.5632555222717315,3,11821
1481,True,53.86921581274468,-1.519524575928995,2,11823
1482,True,53.72935882802845,-1.4577170821216232,3,11825
1483,True,53.80690961631302,-1.5841207710422511,3,11835
1484,True,53.798157507407936,-1.577041426258646,3,11839
1485,True,53.90656178305905,-1.6856470455297825,2,11840
1473,False,53.81766443123997,-1.5159675164584632,3,11879
1488,False,53.746906132470116,-1.5922039193742141,3,11880
1487,False,53.746906132470116,-1.5922039193742141,3,11880
1486,True,53.801508600385546,-1.4868043263686728,4,11884
1490,False,53.800406640387656,-1.483447185083871,3,11895
1489,True,53.800406640387656,-1.483447185083871,3,11895
1498,False,53.775421320958344,-1.5508220295290078,2,11911
1491,True,53.82834623137392,-1.5375095397507108,3,11922
1495,False,53.79656359891137,-1.539589763379118,3,11923
1492,True,53.886727169537174,-1.361872822351281,5,11932
1494,False,53.81193117415898,-1.5509331836606541,3,11935
1493,True,53.81193117415898,-1.5509331836606541,3,11935
1497,False,53.8160194506653,-1.5181584099278969,3,11937
1496,True,53.81661086805744,-1.4606928218823598,3,11937
1499,True,53.78894344878415,-1.416072990924363,3,11939
1500,True,53.75747019473575,-1.386113959095244,3,11940
1504,False,53.769972141193506,-1.363583391955823,3,11977
1501,True,53.84661638192042,-1.5345571889519585,3,11986
1269,False,53.82358606027717,-1.5800212401656692,3,11997
1502,True,53.810333274085245,-1.6485529176421274,3,12017
1503,False,53.810333274085245,-1.6485529176421274,3,12017
1505,True,53.8504217675533,-1.5401241263595196,3,12037
1506,True,53.780391161521564,-1.3133762679186018,2,12067
1507,True,53.79301367539893,-1.5687137244653895,3,12069
1508,True,53.784189228027756,-1.559318589089481,2,12072
1513,False,53.780260675151354,-1.5446698239275238,3,12116
1510,True,53.793320567095286,-1.5591773979233166,3,12124
1512,False,53.79939162372536,-1.5554244399122747,3,12127
1511,True,53.79939162372536,-1.5554244399122747,3,12127
1514,True,53.82464976062293,-1.546300566426875,3,12134
1515,True,53.7818593329038,-1.5443490055008562,3,12155
1517,False,53.79692134259853,-1.5344696682697596,2,12170
1516,True,53.79692134259853,-1.5344696682697596,2,12170
1518,True,53.81849338507946,-1.5076342035315429,3,12177
1520,False,53.80310781850436,-1.5328524374876755,4,12180
1519,True,53.80310781850436,-1.5328524374876755,4,12180
1521,True,53.74517902209901,-1.6306129394600801,2,12206
1522,True,53.79662578649348,-1.5915247070604257,2,12215
1523,True,53.83397377689085,-1.4996729336955532,2,12221
1524,True,53.833338627258414,-1.5932494734905427,2,12222
1526,False,53.81401422568679,-1.562514336590373,3,12226
1525,True,53.81401422568679,-1.562514336590373,3,12226
1527,True,53.81078646916474,-1.5244296955973617,3,12229
1529,False,53.773623233081246,-1.5531020105709916,3,12231
1528,True,53.773623233081246,-1.5531020105709916,3,12231
1530,True,53.874724590398316,-1.6400286037302363,2,12260
1531,True,53.812892339573104,-1.52510448762296,2,12276
1533,False,53.76990091928313,-1.517958138417417,3,12278
1532,True,53.76990091928313,-1.517958138417417,3,12278
1534,True,53.806253367849806,-1.362852047373327,3,12283
1535,True,53.80496399321423,-1.5701703458191953,3,12285
1537,True,53.73139163223631,-1.5102738862768177,4,12297
1538,False,53.73139163223631,-1.5102738862768177,4,12297
1539,False,53.73139163223631,-1.5102738862768177,3,12297
1540,False,53.73139163223631,-1.5102738862768177,3,12297
1541,False,53.73139163223631,-1.5102738862768177,3,12297
1536,False,53.73139163223631,-1.5102738862768177,3,12297
1542,True,53.81763012874401,-1.3391819157282465,3,12312
1544,True,53.82084399368071,-1.5955122211915311,4,12362
1545,True,53.807088187439334,-1.5513493554539202,3,12401
1549,True,53.80263310853274,-1.5718491805555275,4,12412
1547,False,53.8051825726964,-1.546525827223822,3,12414
1546,False,53.8051825726964,-1.546525827223822,3,12414
1548,False,53.92855443735171,-1.3854956468550494,2,12418
1550,True,53.81258051022129,-1.5637138575228888,3,12418
1555,False,53.80527101487525,-1.621293491255134,3,12425
1553,False,53.80527101487525,-1.621293491255134,3,12425
1552,False,53.80527101487525,-1.621293491255134,3,12425
1551,True,53.80527101487525,-1.621293491255134,3,12425
1554,False,53.80527101487525,-1.621293491255134,3,12425
1556,True,53.714699834822355,-1.5349077370322288,3,12451
1557,True,53.8104418523194,-1.5688234983140732,3,12452
1558,True,53.775234238596745,-1.5810955477163484,3,12457
1561,False,53.84495343746563,-1.701124804823139,3,12465
1559,True,53.82057345594911,-1.576998143462723,3,12466
1560,True,53.8540586985723,-1.5914372899476044,3,12467
1562,True,53.75460054384074,-1.6649728133552397,3,12469
1563,True,53.90604577518373,-1.5100000360581396,3,12474
1564,True,53.80718740745252,-1.5636331529660346,4,12477
1565,True,53.807999507921046,-1.5175062376561577,3,12478
1574,False,53.81380942603303,-1.339044552075646,3,12503
1566,True,53.879067578224735,-1.7181008631460908,3,12503
1575,False,53.81380942603303,-1.339044552075646,3,12503
1567,True,53.83323035073742,-1.3386173781835062,5,12504
1568,True,53.74700391996993,-1.6611665166790193,3,12513
1569,True,53.772083571650775,-1.3082468515716257,3,12517
1570,True,53.81225061137956,-1.5694276161907608,3,12521
1571,True,53.889674209572924,-1.441023249431881,4,12525
1572,False,53.889674209572924,-1.441023249431881,3,12525
1573,True,53.75525668428187,-1.4745371004152101,2,12549
1577,False,53.793040942824796,-1.5213817864276298,3,12561
1576,True,53.811871558947836,-1.6223578689645886,5,12570
1578,True,53.803884577572866,-1.6501555742370853,2,12602
1579,False,53.803884577572866,-1.6501555742370853,2,12602
1580,True,53.88322723304398,-1.7631024656054743,2,12606
1581,True,53.790352725086635,-1.39751954655802,4,12611
1582,True,53.81009061143221,-1.3559903597032106,2,12617
1583,True,53.80804811932751,-1.6240929851427082,2,12645
1585,True,53.89679833477322,-1.7248752335367261,4,12649
1584,False,53.82814140512696,-1.552233638597498,3,12651
1595,False,53.808172262413414,-1.5879806039671578,4,12654
1586,True,53.76699546844291,-1.6005049953803734,2,12670
1587,True,53.8487492791154,-1.5518162644754845,2,12690
1588,True,53.758312633965474,-1.6586032613294543,3,12707
1589,True,53.77405632244032,-1.5463604764951744,3,12713
1590,True,53.745501443116595,-1.5994502453085964,3,12744
1591,True,53.82975547209055,-1.630325591125716,3,12758
1592,False,53.79347132262098,-1.5942726028696177,3,12759
1593,True,53.80119047556929,-1.6328693364227773,4,12759
1594,False,53.80119047556929,-1.6328693364227773,4,12759
1596,False,53.75947011223757,-1.5971180678099004,2,12786
1597,True,53.75947011223757,-1.5971180678099004,3,12786
1598,False,53.75947011223757,-1.5971180678099004,2,12786
1610,False,53.90702470458136,-1.3778050257778458,3,12800
1601,True,53.7991522385462,-1.5419602357930058,2,12821
1602,True,53.74667355396943,-1.5846699653720677,3,12830
1604,False,53.80521798134259,-1.6670751658289076,3,12832
1603,True,53.815173184865095,-1.555044906318104,3,12832
1605,True,53.7857794154113,-1.6083555814202641,4,12834
1607,False,53.80295195608592,-1.4838410623977498,3,12835
1606,True,53.80295195608592,-1.4838410623977498,3,12835
1608,False,53.80295195608592,-1.4838410623977498,3,12835
1609,True,53.84395085165735,-1.5128831957453541,3,12837
1619,False,53.74111862559711,-1.554538354745437,2,12840
1612,False,53.713813626415856,-1.5405084471847104,3,12849
1611,True,53.713813626415856,-1.5405084471847104,3,12849
1614,False,53.81732473893871,-1.5164270965037236,3,12849
1613,False,53.82671972010747,-1.681246319977116,3,12849
1618,False,53.90499693471932,-1.692218870577371,2,12853
1615,True,53.80614728488263,-1.4745390380120182,3,12854
1616,True,53.81445379335583,-1.6378110632905933,4,12857
1617,True,53.822378801407076,-1.3219870770017166,3,12879
1620,False,53.79417124970278,-1.3883564556893324,2,12894
1621,False,53.79417124970278,-1.3883564556893324,2,12894
1622,True,53.774444571593286,-1.546826668689964,3,12894
1623,False,53.774444571593286,-1.546826668689964,3,12894
1624,True,53.814915171416786,-1.5140095417142487,2,12898
1625,True,53.79593303009699,-1.5415702191275125,2,12900
1626,True,53.79441334679053,-1.6155922524558743,3,12902
1628,True,53.799405765872876,-1.544811772197479,2,12935
1629,True,53.807093584084384,-1.5776045056409762,4,12937
1630,True,53.798548612177015,-1.5276804256564382,3,12940
1631,False,53.89995737586482,-1.626556318492896,3,12940
1632,True,53.79987583327501,-1.5551156695431967,4,12946
1633,True,53.78046371523969,-1.5630149144066021,5,12950
1634,False,53.78046371523969,-1.5630149144066021,5,12950
1635,True,53.76477397955438,-1.5614938781382632,4,12963
1636,True,53.85105505632435,-1.3933346548224075,4,12984
1637,True,53.790085815374326,-1.706341515409418,4,12988
1638,False,53.790085815374326,-1.706341515409418,4,12988
1639,True,53.85327375846944,-1.4628669652015889,4,13003
1640,False,53.85327375846944,-1.4628669652015889,3,13003
1641,True,53.80832391236698,-1.5747676173916791,2,13006
1642,True,53.74882251829498,-1.5176382473842716,3,13020
1647,False,53.80215804094882,-1.5244513639963542,3,13028
1643,True,53.748965461499935,-1.5356365788548347,2,13029
1644,True,53.844759952034146,-1.3908722061326568,2,13031
1645,True,53.90009215715067,-1.3720790954157953,2,13034
1646,True,53.79297467474934,-1.4713336096799494,3,13042
1648,True,53.792422522944506,-1.5355516893432921,3,13053
1649,True,53.800591621038045,-1.4104757502407226,3,13070
1650,True,53.84471420062995,-1.5105185187161339,3,13093
1651,True,53.80880941872812,-1.5088865649290502,3,13099
1652,False,53.80880941872812,-1.5088865649290502,3,13099
1653,True,53.81901591574364,-1.5145545130289686,3,13119
1654,True,53.82922234780235,-1.5651059547990982,3,13124
1655,True,53.72945542258602,-1.56278584479662,4,13134
1656,True,53.81471727788094,-1.4755406265600897,2,13136
1657,True,53.77466818053818,-1.5537282042362341,3,13137
1658,False,53.797300717409186,-1.5891346345906172,2,13137
1666,False,53.727882451916194,-1.4572055856191914,3,13165
1662,False,53.79651166394318,-1.5617247895922142,3,13167
1661,False,53.90682835071731,-1.5258363380122686,3,13167
1659,True,53.74198468972668,-1.620831324899175,4,13167
1671,False,53.80322952429909,-1.5294954605623807,3,13167
1660,False,53.90682835071731,-1.5258363380122686,3,13167
1667,False,53.78359324150444,-1.5033833933598773,3,13170
1714,False,53.77611622627325,-1.5420592016701338,4,13170
1668,False,53.80400377520473,-1.5680847578334358,4,13171
1669,True,53.72818723292407,-1.4711004643994028,5,13173
1670,False,53.72818723292407,-1.4711004643994028,5,13173
1663,True,53.8554115608017,-1.5621589674700322,2,13184
1673,False,53.908116106870004,-1.3908340244558604,3,13186
1674,False,53.908116106870004,-1.3908340244558604,3,13186
1672,True,53.789886553540526,-1.6222516331618795,4,13187
1664,True,53.816944158150456,-1.5201375398298536,3,13188
1665,True,53.79593638024913,-1.5870529614072586,2,13191
1675,True,53.82723405372353,-1.6854203339328804,3,13223
1676,False,53.82723405372353,-1.6854203339328804,3,13223
1677,True,53.80587461699034,-1.5278714601836967,4,13224
1678,True,53.80658681337446,-1.506072922591744,3,13226
1680,False,53.88435311120919,-1.6147529803378997,4,13231
1679,True,53.88435311120919,-1.6147529803378997,4,13231
1685,False,53.80518203017262,-1.667075450415671,3,13232
1683,False,53.799450991596025,-1.688391319479505,3,13233
1681,True,53.7704489538731,-1.550298544857936,3,13233
1682,False,53.799450991596025,-1.688391319479505,3,13233
1684,False,53.799450991596025,-1.688391319479505,3,13233
1686,True,53.81609787929725,-1.452603919998772,3,13235
1861,False,53.79538610336248,-1.484328620762435,2,13236
1687,True,53.77631462509848,-1.5541659716831744,3,13236
1688,True,53.842120143790126,-1.5225399021767558,3,13253
1689,True,53.790811474954936,-1.6611022723479403,5,13274
1693,False,53.80843376187197,-1.5272504793416255,3,13276
1694,False,53.80843376187197,-1.5272504793416255,3,13276
1695,False,53.80843376187197,-1.5272504793416255,3,13276
1690,True,53.80843376187197,-1.5272504793416255,3,13276
1691,False,53.80843376187197,-1.5272504793416255,3,13276
1692,False,53.80843376187197,-1.5272504793416255,3,13276
1696,True,53.81843005190338,-1.583490351937291,3,13279
1697,True,53.8022038726781,-1.5649602737589254,3,13295
1698,True,53.78970527030893,-1.5684895972641477,3,13312
1699,True,53.896026323056,-1.646236985492255,4,13316
1700,False,53.896026323056,-1.646236985492255,4,13316
1701,False,53.896026323056,-1.646236985492255,4,13316
1706,False,53.816678610122565,-1.5166775497990446,3,13318
1703,False,53.788031714461624,-1.4283194477016081,3,13329
1702,True,53.788031714461624,-1.4283194477016081,3,13329
1705,False,53.788031714461624,-1.4283194477016081,3,13329
1704,False,53.788031714461624,-1.4283194477016081,3,13329
1707,True,53.733462354632636,-1.5525576781203083,4,13356
1708,True,53.75309956951963,-1.6085835907744377,2,13362
1709,True,53.88394166800773,-1.4414039512169077,2,13370
1710,True,53.80086832651164,-1.5684661670638012,3,13377
1712,True,53.79772548906507,-1.512887373488115,2,13418
1713,True,53.849761615753074,-1.6800529934144386,2,13421
1715,True,53.77981520242151,-1.5528845121483934,3,13474
1716,True,53.816736981997714,-1.4688171856755121,2,13476
1717,True,53.83038502536629,-1.5863649790279635,3,13504
1718,True,53.79935600599513,-1.527291797502497,3,13511
1720,False,53.731880466860424,-1.5876654125764713,3,13532
1719,True,53.731880466860424,-1.5876654125764713,4,13532
1721,True,53.748790290510655,-1.4756944116779742,3,13559
1711,False,53.8279946059588,-1.53490025346385,3,13560
1722,True,53.878248557616196,-1.725377171503945,3,13562
1723,True,53.81575883310326,-1.5387568047317262,3,13564
